CustomerID,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn,GenderEncoded,BalanceSalaryRatio,HasBalance,TenureAgeRatio
CUST0001,Male,0.730769230769231,0.4,0.0,4,0,0,0.15557012859552402,1,1,0.0,0,0.07017543859649122
CUST0003,Female,0.5576923076923077,0.6000000000000001,0.005778220725059964,1,0,1,0.6118055642208146,1,0,0.01160588291862075,1,0.125
CUST0004,Male,0.46153846153846156,0.1,0.0,2,1,1,0.9743854944951342,0,1,0.0,0,0.023255813953488372
CUST0005,Male,0.8846153846153847,0.30000000000000004,0.38577474169556814,4,0,0,0.8604202396417804,0,1,0.5850826199369088,1,0.046153846153846156
CUST0006,Male,0.15384615384615385,0.7000000000000001,0.0,4,1,1,0.38527058484259025,1,1,0.0,0,0.25925925925925924
CUST0007,Male,0.019230769230769273,0.4,0.2449632493114859,3,1,0,0.833639505816815,1,1,0.3815887360877033,1,0.2
CUST0008,Male,0.3076923076923077,0.4,0.18643365607327037,2,1,1,0.20756168239430425,0,1,0.7923085329538019,1,0.11428571428571428
CUST0009,Female,0.5384615384615385,0.2,0.7767102439207912,2,1,1,0.5980342725241661,0,0,1.5886074615258676,1,0.0425531914893617
CUST0010,Male,0.13461538461538464,0.7000000000000001,0.5235355044365131,4,0,1,0.7476514067219918,0,1,0.8932453148077538,1,0.2692307692307692
CUST0011,Female,0.4423076923076924,1.0,0.9659925617609033,4,0,0,0.29601002181488567,1,0,3.2996780740357945,1,0.23809523809523808
CUST0012,Male,0.46153846153846156,0.7000000000000001,0.0,4,1,1,0.013444168542598972,1,1,0.0,0,0.16279069767441862
CUST0013,Male,0.13461538461538464,0.30000000000000004,0.0,1,1,0,0.6512814030910558,0,1,0.0,0,0.11538461538461539
CUST0014,Male,0.15384615384615385,0.8,0.0,4,0,0,0.6690690615747911,1,1,0.0,0,0.2962962962962963
CUST0016,Male,0.07692307692307698,1.0,0.2399449718993575,3,0,0,0.7109459089117219,1,1,0.4267479618226919,1,0.43478260869565216
CUST0017,Female,0.23076923076923084,0.30000000000000004,0.0,1,1,0,0.508587156098979,0,0,0.0,0,0.0967741935483871
CUST0018,Male,0.42307692307692313,0.7000000000000001,0.0,1,1,0,0.07642719896158617,1,1,0.0,0,0.17073170731707318
CUST0019,Female,0.40384615384615385,0.2,0.6265978258417049,1,0,1,0.45648237624970367,0,0,1.5783955461396646,1,0.05
CUST0020,Female,0.3653846153846154,1.0,0.0,3,1,0,0.27183687623037056,1,0,0.0,0,0.2631578947368421
CUST0021,Male,0.980769230769231,0.9,0.3084372768854712,4,0,0,0.4848151542362178,0,1,0.7425302515148341,1,0.12857142857142856
CUST0022,Male,0.7884615384615384,0.8,0.9437456840447876,4,1,1,0.7032918278982518,0,1,1.6934479815960468,1,0.13333333333333333
CUST0024,Female,0.3076923076923077,0.1,0.9773020091270244,2,0,0,0.34487206919760016,0,0,3.011803837974131,1,0.02857142857142857
CUST0025,Female,0.019230769230769273,0.5,0.4922926789342564,2,1,0,0.6723677138458822,0,0,0.9163937849080199,1,0.25
CUST0026,Male,0.3076923076923077,0.6000000000000001,0.371160716604031,2,1,1,0.5358270331123808,1,1,0.8275228659888361,1,0.17142857142857143
CUST0027,Male,0.6153846153846154,0.9,0.3243653685377365,4,0,0,0.5910179545706276,0,1,0.6696672735843717,1,0.17647058823529413
CUST0028,Female,0.34615384615384615,1.0,0.0,4,1,0,0.1739421721439576,1,0,0.0,0,0.2702702702702703
CUST0029,Male,0.730769230769231,0.2,0.0,4,0,0,0.20869309562948982,1,1,0.0,0,0.03508771929824561
CUST0030,Male,0.7884615384615384,0.30000000000000004,0.23254290390299182,2,1,0,0.5166630234066745,1,1,0.533266325293554,1,0.05
CUST0031,Female,0.0,0.5,0.0,3,0,0,0.34901583454762486,0,0,0.0,0,0.2631578947368421
CUST0032,Male,0.03846153846153849,0.4,0.8881691134523325,1,1,1,0.08359671869365176,1,1,5.738034596886798,1,0.19047619047619047
CUST0033,Female,0.7115384615384616,0.8,0.0,10,1,0,0.663722558280221,1,0,0.0,0,0.14285714285714285
CUST0034,Female,0.8653846153846155,0.2,0.0,4,0,0,0.17550299710125908,1,0,0.0,0,0.03125
CUST0035,Female,0.25,0.5,0.1830353736852393,4,1,0,0.7212364623621973,1,0,0.3217085275219592,1,0.15625
CUST0036,Male,0.9038461538461539,0.30000000000000004,0.6385234326444332,2,1,1,0.9795295773402477,0,1,0.8667168917594245,1,0.045454545454545456
CUST0037,Female,0.13461538461538464,0.2,0.0,4,0,1,0.8646529683171944,0,0,0.0,0,0.07692307692307693
CUST0038,Male,0.9038461538461539,0.30000000000000004,0.5744793225127879,1,1,0,0.9952079192302354,1,1,0.7691530797547392,1,0.045454545454545456
CUST0039,Female,0.8653846153846155,0.5,0.8845925770798396,1,0,1,0.3305322594882275,0,0,2.806657265390595,1,0.078125
CUST0040,Male,0.576923076923077,0.30000000000000004,0.9810022176436625,3,0,0,0.19050852977282848,1,1,4.375021949185878,1,0.061224489795918366
CUST0041,Female,0.03846153846153849,0.2,0.0,2,1,0,0.5701587121129844,1,0,0.0,0,0.09523809523809523
CUST0042,Female,0.5961538461538463,0.6000000000000001,0.0,3,1,1,0.32232190736137245,0,0,0.0,0,0.12
CUST0044,Male,0.23076923076923084,1.0,0.010164879682562824,1,1,0,0.07038023464442938,1,1,0.06952632349780928,1,0.3225806451612903
CUST0045,Male,0.25,0.30000000000000004,0.34150441660142444,2,1,1,0.5783885514444486,0,1,0.7171978395716126,1,0.09375
CUST0047,Female,0.0961538461538462,0.6000000000000001,0.0,1,1,0,0.27124679135088536,1,0,0.0,0,0.25
CUST0048,Male,0.730769230769231,0.4,0.843304891908695,4,1,0,0.6997805109159926,1,1,1.519436198316549,1,0.07017543859649122
CUST0049,Male,0.28846153846153855,0.2,0.5190216212627637,3,0,1,0.2705351617722973,0,1,1.8791032797257123,1,0.058823529411764705
CUST0050,Male,0.48076923076923084,0.5,0.18852197429370426,3,0,0,0.6887536800392025,1,1,0.34411268278566315,1,0.11363636363636363
CUST0051,Female,0.0,0.2,0.2437305802339795,4,0,1,0.9351923356285101,0,0,0.344292563110235,1,0.10526315789473684
CUST0052,Female,0.730769230769231,0.5,0.0,3,1,1,0.3557879077350954,0,0,0.0,0,0.08771929824561403
CUST0053,Female,0.5384615384615385,0.5,0.09874380219701165,2,1,1,0.17490728943151126,1,0,0.4612157702702766,1,0.10638297872340426
CUST0054,Female,0.48076923076923084,0.5,0.0,2,1,0,0.39837607655251783,0,0,0.0,0,0.11363636363636363
CUST0055,Male,0.07692307692307698,0.4,0.0,2,1,0,0.5031455275170883,0,1,0.0,0,0.17391304347826086
CUST0056,Female,0.07692307692307698,0.4,0.6181324875866337,3,1,0,0.8676883507647533,0,0,0.9308219284379637,1,0.17391304347826086
CUST0057,Female,0.3653846153846154,0.8,0.0,4,0,0,0.811619734853859,0,0,0.0,0,0.21052631578947367
CUST0058,Male,0.21153846153846156,0.30000000000000004,0.8218040994213975,2,0,1,0.2736682113164739,0,1,2.9535581069819004,1,0.1
CUST0059,Female,0.8653846153846155,0.2,0.04379384714072955,3,0,0,0.6559331451778257,1,0,0.08317416495272836,1,0.03125
CUST0060,Male,0.17307692307692313,1.0,0.0,1,0,1,0.6931499317793789,1,1,0.0,0,0.35714285714285715
CUST0061,Male,0.1923076923076924,0.8,0.0,1,0,1,0.1770193018836039,0,1,0.0,0,0.27586206896551724
CUST0062,Male,0.6538461538461539,0.1,0.7334173390047084,2,0,0,0.5806553831900754,0,1,1.5355112487760774,1,0.018867924528301886
